OrganizationId;ReviewId;ReviewerReviewsCount;ReviewDate;ReviewRateStars;ReviewTextOriginal
51;ChZDSUhNMG9nS0VJQ0FnSUNILTVXZWZnEAE;51347;6 bulan lalu;5;Coffee Shop yang lokasinya sangat strategis, terletak di tengah Kota Yogyakarta dekat sama area Malioboro. Sesuai dengan namanya, Hidjau Coffee dilengkapi dengan interior dan tanaman hijau jadinya keren gitu. Untuk suasananya lumayan cocok …
51;ChdDSUhNMG9nS0VJQ0FnTUNncWJYcG9nRRAB;2643;2 minggu lalu;4;"Paling suka sama menu nasi goreng kemanginya, enak..
Disini model nya self service jadi harus naik turun tangga buat ambil pesenan ??, minus nya disini ternyata ga ada tempat sholat nya …"
51;ChdDSUhNMG9nS0VJQ0FnSURIb0tLVnRnRRAB;42217;5 bulan lalu;4;seperti namanya hidjau, cafe ini dipenuhi daun daun hijau yang menyegarkan mata terlebih di lantai 2. kursinya bikin nyaman. …
51;ChZDSUhNMG9nS0VJQ0FnSUNmcE9ucE5nEAE;12204799;2 bulan lalu;4;"Lokasi: Berada di sebelah MA Negeri 2 Yogyakarta

Interiornya: Instagramable …"
51;ChZDSUhNMG9nS0VJQ0FnTURBd05UZ2NnEAE;123242;sebulan lalu;5;direkomendasiin adek buat coba wfc disini, ternyata nyaman sekali, tenang, ga berisik terus acnya adem dan kamar mandinya bersih juga. kopinya juga enak pollll????? …
51;ChdDSUhNMG9nS0VJQ0FnSURiOXB5QWhnRRAB;42204;7 bulan lalu;5;Untuk rasa kopinya enakk, ambience juga cozy, cocok buat nugas atau sekedar mau nongkrong, nama hidjau nya bener bener hijau wkwk soalnya dilantai 2 full decorate with green leaf, kinda feel back to nature, harganya juga standar kaya coffee …
51;ChZDSUhNMG9nS0VJQ0FnSUNiMzktQkxnEAE;2972964;7 bulan lalu;5;Hidjau coffe sering menjadi rekomendasi untuk para pelancong yang akan mengerjakan tugas serta melakukan kongkow disini untuk fasilitasnya sendiri kurang lebih sama seperti coffe pada umumnya and than …
51;ChdDSUhNMG9nS0VJQ0FnSUN2dzQ3ZzNRRRAB;53;2 bulan lalu;3;Tempat nya oke, enak buat nugas,makananya juga enak,untuk lychee tea nya rasanya kurang gak ada rasa teh nya , pelayanannya kurang ramah,kemaren mau nambah sendok 1 lagi gak bisa, ternyata klo mnta sendok 1 kena charge lagi. Dan dari awal waiter nya tidak menjelaskan itu.
52;ChdDSUhNMG9nS0VJQ0FnSURmaGJDdjdnRRAB;1231154;2 bulan lalu;4;tempatnya unik dan cukup asik. makanannya cukup enak dan menarik. ada benda2 menarik di dalam sana. kursinya kurang empuk dan nyaman (sayangnya) harga lumayan. cuma lantai atas kurang menarik. dan kamar mandi kurang oke. penyajiannya cepat tapi rotinya kurang lengkap...
52;ChdDSUhNMG9nS0VJQ0FnSURYeEp2ZHJBRRAB;30215;4 bulan lalu;5;Tempat nongkrong yang cozy dan asyik. Pelayanan ramah, makanan dan minuman enak, sangat support vegan. Ada menu steak tempeh dan menu vegan lainnya. Minuman kopi sampai buah2 an ada semua, untuk ice blanded menggunakan susu kedelai, rasanya nikmat.. cocok untuk berkumpul bersama teman dan keluarga
52;ChZDSUhNMG9nS0VJQ0FnSUM3ek9DSFd3EAE;1120;6 bulan lalu;5;Tempat yang nyaman buat penikmat vegetarian...kemarin nyobanya nasi beserta jamur digrill sepertinya dengan pizza dan fetuccini cheese...untuk minumannya kita pesan wedang uwuh dan sari dele...untuk rasa makanan sangat bikin takjub...enak …
52;ChZDSUhNMG9nS0VJQ0FnSUNkcl82Q0ZREAE;11486;setahun lalu;3;Makanan vegan pure.. Enak untuk makanan tanpa telur susu bawang dan olahan gluten. Tapi lama bgt nunggu jadi nya. Sy order pertama, tp makanan begitu keluar malah barengan dgn meja lain yg belakangan datang?? …
52;ChZDSUhNMG9nS0VJQ0FnSURacGZMaFVREAE;123574;setahun lalu;5;"Rekomendasi tempat makan untuk vegan disini, aku bukan vegan, tapi makanan disini enak. Untuk ramen sedikit hambar sih. Makanan sehat pokoknya.
Harganya wajar, banget malah. Lokasi deket stasiun tugu. Jadi banyak pelancong yang mampir"
52;ChdDSUhNMG9nS0VJQ0FnSURiODlfUzhnRRAB;4381734;7 bulan lalu;3;Rasanya menurut syaa B aja sih agak standard, harga so so lah untuk di jogja ?? …
52;ChdDSUhNMG9nS0VJQ0FnSUNMcmFpazVBRRAB;49194;8 bulan lalu;5;"Tempat buat singgah klo abis anter anak les
Deket situ soalnya
Makanan ok …"
52;ChdDSUhNMG9nS0VJQ0FnSURvenZ1dXd3RRAB;59288;5 tahun lalu;5;Fortunate coffee dijogja ini memiliki variasi menu makanan yang sangat banyak. Kebetulan waktu dijogja sering sekali mampir kesini sehingga hampir semua menu saya coba. Rata-rata rasanya sangat enak. Yang saya suka adalah spageti …
52;ChZDSUhNMG9nS0VJQ0FnSUNHOXZ1T2VBEAE;146882;setahun lalu;5;vegetarian restoran proper yang pernah saya cobain di jogja, menunya yang beragam & well prepared. nice buat experience, minimal sekali seumur hidup lah cobaik kesini ???? …
52;ChZDSUhNMG9nS0VJQ0FnSURvbDdtLVRBEAE;50214;5 tahun lalu;5;Tempat makan favorit para vegan pastinya. Bener bener tanpa daging, telur, maupun susu. Semuanya full sayur, tofu, mushroom dan semacamnya. Rasanya tetep enak dan harganya juga ramah di kantong, buat yang lagi diet ini tempat sangat …
53;ChdDSUhNMG9nS0VJQ0FnTURnczUzNTV3RRAB;2021841;seminggu lalu;4;Spot cafe, bukan di jalan utama (hidden gem). Deket rumah2 orang, kayak di perkampungan gitu. Suasana nya aman, nyaman, enak klo nugas, kerja atau mau sekedar ngobrol juga bisa tapi yg gak terlalu bising (khawatir mengganggu yang lain). …
53;ChdDSUhNMG9nS0VJQ0FnTURndWN5NG1nRRAB;8754;seminggu lalu;3;Kesini gara2 sliweran ditiktok. Plus liad di google review katanya makananya enak. Well, sepertinya jadi salah satu korban tiktok. Pesen chiken peri sm nasgor. Untuk nasgor ok lah. Cm nasi terll kering. Chicken nya keraaaaass bgt. Makan …
53;ChdDSUhNMG9nS0VJQ0FnTUNBNk5pODNBRRAB;3972;sebulan lalu;4;"(+)
1. Tempatnya luas, muat banyak. Ada yg indoor & semi outdoor.
2. Ada baby chair …"
53;ChZDSUhNMG9nS0VJQ0FnTURBbHZUWFZBEAE;1118;sebulan lalu;5;"kelebihan :
mejanya LEBAR. cocok buat laptopan nugas atau meeting ramean. kesana meeting berempat mejanya masih luas. fasilitas lengkap musholla toilet tempat wudhu …"
53;ChZDSUhNMG9nS0VJQ0FnTUNnanZMeFVREAE;470511;3 minggu lalu;5;"Cafe cantik yang nyaman untuk work from cafe (WFC).

Cafe lengkap, ada ruangan indoor AC, outdoor + kipas angin, indoor smoking. …"
53;ChdDSUhNMG9nS0VJQ0FnTUNBMXFDT2p3RRAB;146176;sebulan lalu;4;makanannya enak, cuma 1 aja yg kurang, buku menu terlalu sederhana ga da foto makanan samsek, mau order bingung alhasil kudu liat review ig tiktok sm gmap dulu biar tau tampilan menunya kyk apa, pliss kasi foto donk di buku menunya
53;ChdDSUhNMG9nS0VJQ0FnSUNfejdmUjhRRRAB;5142;sebulan lalu;5;salah satu coffeeshop dengan sajian makanan yang emang jual rasa dan tampilan sekelas resto inimah???? untuk tempat cukup luas, cuma yg ruang ac non smoking nya ga terlalu luas. …
53;ChZDSUhNMG9nS0VJQ0FnSUQzMElxNkx3EAE;354173;sebulan lalu;3;Kesini di rekomendasiin temen, suasananya enak banget, bersih, pelayanannya juga oke. Parkir luas, mas parkirnya ramah, makanan enak, minuman enak, cuma ada 1 yang kurang, pas pesen minum sudah hampir habis baru keliatan kalau minumannya …
53;ChZDSUhNMG9nS0VJQ0FnTURnMXVmdUx3EAE;1022;2 minggu lalu;1;Sejujurnya dari dulu sudah suka banget sama tempatnya tapi baru-baru ini kesana lumayan kaget sama menu updatenya karena naiknya bukan 2/5 ribu melainkan sampai 20ribuan mengingat Lunaria cukup viral dengan menunya yang affordable dengan …
53;ChdDSUhNMG9nS0VJQ0FnTUNBbVlUVDF3RRAB;2358;sebulan lalu;5;Makanannya enak dan minumannya cantik. Bahkan untuk saya yang kurang suka cream, minumannya enak manisnya pas. Bukanya on time, mushallanya nyaman. Indoornya terbatas. Barista dan waitressnya baik dan cantik.
54;ChdDSUhNMG9nS0VJQ0FnTUNBaU5Xdjh3RRAB;131462;sebulan lalu;5;Letaknya ada di lantai 2 Batik Adiningrat, bisa diakses dengan tangga yang dicat sangat cantik. Saya pesan hot cappucino dan pisang goreng, bisa pilih lokasi indoor atau outdoor yang menghadap ke Jl. Malioboro.
54;ChZDSUhNMG9nS0VJQ0FnTUNRakppS0Z3EAE;619;seminggu lalu;5;Cafe nya ada di lantai 2 butik , tempatnya bernuansa jadul tp estetik, ada indoor dan outdoor. Dari outdoor terlihat suasana jalan malioboro. Kopi susu gula aren nya enak, pisang bakarnya enak, tempe mendoan nya juga enak. 3 menu 50rb, worth it. Kesini karena nunggu atasan lagi rapat.
54;ChdDSUhNMG9nS0VJQ0FnSURmNXA3ZzBnRRAB;8314959;2 bulan lalu;3;Lokasinya sebenarnya strategis, di tepi jalan Malioboro di lantai 2 toko batik. Sehingga sangat enak duduk di balkonnya menyaksikan keramaian jalan Malioboro. Mungkin karena kurang terlihat dan kurang dipromosikan. Lebih mengutamakan …
54;ChZDSUhNMG9nS0VJQ0FnSUNQMWMtSEZ3EAE;1859;3 bulan lalu;5;"di sini saya hanya mesen minuman. menurut ku minuman nya enakk, di tambah ada live music yang suarannya lembutt banget.
cocok buat nongkrong sambil menikmati malioboro"
54;ChZDSUhNMG9nS0VJQ0FnSURuZ1pmU1lREAE;189;5 bulan lalu;5;Saya ke sini beberapa tahun lalu. Tempatnya cozy walaupun kecil ya. Ada buku-buku dan karya seni di sekeliling ruangan. Kopinya enak, camilannya juga enak. Tempatnya bersih juga. Berlokasi di jantung Jogja, di jalan Malioboro yang tak pernah sepi. Meski harus naik kel lantai 2 dulu melalui toko batik. So far suka sih.
54;ChZDSUhNMG9nS0VJQ0FnSURIbktQUlFREAE;23;5 bulan lalu;5;Enak minuman dan makanannya. Sayang tempatnya agak kurang rame. Yg ke malioboro boleh mampir kesini. Sambil lihat suasana malioboro. Recommended!
54;ChZDSUhNMG9nS0VJQ0FnSUMtX0xpZWRnEAE;234141;2 tahun lalu;5;"Menu:
Menu kopinya sesuai deskripsi, tapi saya belum sempat coba. Camilannya lumayan banyak opsi. Meski terlihat porsi lucu, tapi rasanya kaya ?? harganya juga masih …"
54;ChZDSUhNMG9nS0VJQ0FnSUNCbEpXNVFnEAE;4551688;setahun lalu;4;Tempat ngopi di jalan Malioboro persis, tepatnya di toko/butik batik Adiningrat. Tempat ngopi ini di lantai dua nya jadi masuk terus naik ke tangga. Suasananya enak nuansa Jawa dengan berbagai ornamen. Tersedia ac dan smoking area, nah yang …
54;ChZDSUhNMG9nS0VJQ0FnSUNONjh1VGR3EAE;3991548;setahun lalu;5;Tempat ngopi yang ideal buat bapak-bapak sambil nungguin emak2nya belanja. Di area outdoor/teras lantai 2. View-nya ke arah Malioboro. Harga terjangkau dan kopinya enak. Di seberang ada minimarket kalau mau beli rokok. Lokasi yang sempurna ???. Recommended …
54;ChdDSUhNMG9nS0VJQ0FnSUNUaHFIZV93RRAB;9469;9 bulan lalu;5;Tempatnya menarik, ada di lantai 2 toko batik, tersedia outdoor utk perokok dan indoor AC, harga terjangkau utk spot wisata mulai dari 20k, beragam biji kopi tersedia
55;ChdDSUhNMG9nS0VJQ0FnSUMtemYzOXd3RRAB;111463;2 tahun lalu;5;Tempat ngopi kesayangan. Tiap ke sini selalu pesan cappucino dengan beans 60:40 robusta arabika. Muantap puol meskipun cuman satu shot doank. …
55;ChdDSUhNMG9nS0VJQ0FnSUMteXZPRjV3RRAB;68203;2 tahun lalu;5;Tempat cocok untuk hangout sekadar mencari suasana atau mengerjakan tugas. Menu beragam, terdapat kopi dan non kopi. Tempat dekat dengan jalan parangtritis. Namun kursi dan meja tidak cukup banyak. Nyaman untuk para non smokers. ?????? …
55;ChZDSUhNMG9nS0VJQ0FnSUNmNnIzalBnEAE;303;2 bulan lalu;1;Enak menurut saya, nyaman, hanya saja jamnya buka dan harinya ga konsisten. Pas datang eh tutup
55;ChZDSUhNMG9nS0VJQ0FnSUNXcjZXellBEAE;166304;3 tahun lalu;5;Tempat bagus, bersih, nyaman. Ada tempat pelatihan baristanya juga. Untuk indoor kurang luas tapi tetap nyaman. Ada area outdoor cocok untuk malam hari. Harga sangat bersahabat. 15rebuan udah dapet kopi aren
55;ChZDSUhNMG9nS0VJQ0FnSUN5b1ByeWR3EAE;183204;4 tahun lalu;5;Kopinya enak.. premium tea nya jg enak.. harga terjangkau, tempat nyaman, barista ramah :)
55;ChdDSUhNMG9nS0VJQ0FnSUNqNEtmNTd3RRAB;104307;10 bulan lalu;4;"Suasananya OK dgn pilihan meja  indoor dan outdoor. Parkir roda 2 dan 4 juga memadai
Sayangnya ga punya musholla ?? …"
55;ChZDSUhNMG9nS0VJQ0FnSUNyd3BUcUlBEAE;457;8 bulan lalu;5;Rekomended parah. Hospitality, baik banget fleksibel banget mas nya, rasa kopi enak, tempat nyaman, murah. Bikin betah
55;ChdDSUhNMG9nS0VJQ0FnSURfa0pDTTRRRRAB;42116;sebulan lalu;5;enak untuk nyantai dan bekerja
55;ChZDSUhNMG9nS0VJQ0FnSUNLZzhlUVBREAE;23;3 tahun lalu;4;Murah banget, tempat nyaman. Hanya kurang musik aja
55;ChdDSUhNMG9nS0VJQ0FnSURTODlpOXNnRRAB;235655;4 tahun lalu;4;Tadi sore iseng kesini penasaran karena deket rumah, walaupun varian kopi nya belum banyak, it tastes good, barista nya ramah, tempat bersih dan cozy, harganya juga ramah dikantong
56;ChdDSUhNMG9nS0VJQ0FnSURYbjl5SjRRRRAB;920;4 bulan lalu;5;First time kesini karena tiba-tiba nemu kafe deket kampus yang jarang denger. Abis masuk kaget bgt ternyata ambience disini kerasa banget tenangnya. Buat food n beverages overall oke banget, pun kadang ada beberapa minuman yang kosong. Buat …
56;ChdDSUhNMG9nS0VJQ0FnSUR6akpycjRRRRAB;72206;9 bulan lalu;5;Nyari tempat ngopi tenang di jumat malam, bawa 2 bocil, yg satunya tidur di jok belakang, berarti syaratnya ngopi di tempat ngopi yg parkirannya luas, tp ada tempat duduk yg langsung bisa memantau mobil. Karena mobil tetap hidup, dgn ada …
56;ChdDSUhNMG9nS0VJQ0FnSUR2Zy11Mm9BRRAB;3033;2 bulan lalu;5;Beberapa kali kesini orgnya ga ada, nunggu hmpir 30menit baru baristanya dateng. Pesen lemon tea dan kopi susu double shoot enak semua rekomen. Tapi pesen snack mix platter dan singkong goreng lama bangett, ada kali 20menitan apa krn di …
56;ChdDSUhNMG9nS0VJQ0FnSURYbjZfbXN3RRAB;11;4 bulan lalu;5;Nyaman banget tempatnya, buat bareng asik, sendirian juga asiikk
56;ChdDSUhNMG9nS0VJQ0FnSURYMzhqYjB3RRAB;109;4 bulan lalu;5;hidengem banget ini mah coba kalian cobain nanti bakal tau gimna keadaannya
56;ChdDSUhNMG9nS0VJQ0FnSUR4bDVXRjN3RRAB;4179;setahun lalu;4;Tempatnya tradisional, ada semacam joglo gitu. Tenang, ga ada live music atau bising kendaran. Ada indoornya tapi kecil. Cocok untuk nugas atau ngobrol santai. Outdoor ada taman kecilnya, enak buat morning coffee. Cocok buat ajak maen kocheng kesayanganmuu
56;ChdDSUhNMG9nS0VJQ0FnSUNXcllxSnRnRRAB;208416;3 tahun lalu;4;Coffeeshop baru di Jogja daerah demangan. Untuk lokasinya itu nyatu sama beberapa stand, makanan lain. Untuk varian menu yang disajikan sangan beragam. Ada varian cake and cookies juga. Mau croissant juga ada. Lahan parkir sangat luas dan pelayanannya sangat ramah.
56;ChZDSUhNMG9nS0VJQ0FnSURYMzZtTGJBEAE;3;4 bulan lalu;5;Makanan dn minuman disini enak bangett dan worth it buat kantong mahasiswa. Pokoknya disini tempat nongkrong terbaik di jogja.
56;ChZDSUhNMG9nS0VJQ0FnSURYbjdQb2JBEAE;2;4 bulan lalu;5;Tempatnya nyaman worth it buat nugas, makanan dan minumannya juga enak
56;ChdDSUhNMG9nS0VJQ0FnSUNPZ1pPRzRnRRAB;12;2 tahun lalu;5;Salah satu tempat ngopi enak di Jogja, tempatnya cozy dan cocok buat nugas atau sekedar nongkrong. Ada fasilitas mushola bagi yg muslim. Baristanya ramah banget. Suka banget sama varian kopi susunya, harganya cukup terjangkau, start dari 18k. Worth to try?? …
57;ChZDSUhNMG9nS0VJQ0FnSURfLTZyM1JBEAE;126538;sebulan lalu;5;sejauh ini suka-suka aja sama tempatnya, frappenya enak juga hihi. untuk harga masih normalnya minuman di coffeshop jogja sih. …
57;ChdDSUhNMG9nS0VJQ0FnTURBbnQ3Y3BnRRAB;78;sebulan lalu;5;Udah dari lama pengen nyoba ke tempat ini dan ga mengecewakan sama sekali! The atmosphere was really nice, the music wasn't too loud, the coffee was great! Ada musholanya juga, ruangan di dalam berAC, wifinya cepat. Overall, a great experience!
57;ChdDSUhNMG9nS0VJQ0FnSUNub3JTMjVRRRAB;3181082;5 bulan lalu;5;"Okey..
Kali ini saya coba ulas sedikit:
Lokasi nya masuk gang..??, tp ada gapura nya sih, sempet kelewatan pas lg nyari …"
57;ChZDSUhNMG9nS0VJQ0FnSUQzb0tEd1lnEAE;172408;4 bulan lalu;5;"Tempatnya nyaman dan enak
Pelayanan juga baik dan ramah2,
Untuk pilihan menu banyak …"
57;ChZDSUhNMG9nS0VJQ0FnSUNfNl82NEV3EAE;98285;sebulan lalu;5;Beberapa kali ke sini karena cenderung tenang, tempatnya juga agak hidden gitu. Dan yang lebih penting lagi adalah gak ada tukang parkir! Di lantai dua juga bisa sambil lihat langit. Toiletnya bersih juga.
57;ChdDSUhNMG9nS0VJQ0FnSURicExlbGpRRRAB;86425;7 bulan lalu;5;"Makanan:
-untuk makanan nya lumayan banyak pilihan nya
-untuk minumannya juga banyak pilihan nya ada yg cofe dan non cofe ada yang hot …"
57;ChdDSUhNMG9nS0VJQ0FnSUQzOWFtNXZnRRAB;4783;3 bulan lalu;5;"Yash! Masuk dalam jajaran salad favoritku nih. Kalau pingin nyobain chicken salad dengan cita rasa yang unik, nggak gitu-gitu aja.
Good decision untuk meminta tanpa mayo, karena emang nggak suka mayo untuk salad …"
57;ChdDSUhNMG9nS0VJQ0FnTURBa0p2ODRnRRAB;139159;sebulan lalu;5;tempat yang asik buat kerja maupun ngerjain tugas. tempatnya tidak berisik kendaraan, masuk kedalam gang kecil. hanya bisa diakses motor. menunya juga lengkap
57;ChdDSUhNMG9nS0VJQ0FnTURBNnV2VGx3RRAB;4467;sebulan lalu;4;"coffeeshop yg oke buat WFC di daerah tamansiswa jogja. Tempatnya agak masuk gang, colokan banyak, wifi lumayan kenceng juga.
Siang2 cobain WFC di lantai 2 anginnya sepoi2, ga begitu panas karena banyak angin"
57;ChdDSUhNMG9nS0VJQ0FnSURfLXMybGdBRRAB;66155;sebulan lalu;5;"Untuk pelayanan, rasa, dan juga kebersihan bintang ??????????
Tapi untuk masukan aja kalau bisa parkiran ada yg jaga karna mungkin untuk cewe ngeluarin motor agak kesusahan …"
58;ChdDSUhNMG9nS0VJQ0FnTUNBczVldzlRRRAB;2115;sebulan lalu;5;Kopinya enak.. Mirip2 tuku tp variasi rasa lebih banyak.. Yg suka less sweet better minta dikurangin yg banyak sugarnya.. Karena kmrn pesen less sweet tp masih kemanisan.. …
58;ChZDSUhNMG9nS0VJQ0FnTUNBbl9tWEt3EAE;77;sebulan lalu;5;Love this place, kopi nya enak tapi buat aku agak kemanisan, such a cozy place for hangout nongki nugas, rekomen banget, sukses ya buat locan
58;ChdDSUhNMG9nS0VJQ0FnTUNBczRIbTRRRRAB;806579;sebulan lalu;5;Tempatnya luas, bagus, bisa buat wfc. Caramellanya juga enak beuhhh. Top mantap is the best ?????? …
58;ChdDSUhNMG9nS0VJQ0FnTUNBc2FhNmdRRRAB;6677;sebulan lalu;5;Termasuk jajaran kopi enak nih! Esnya udah cair tetep enakk, tempat dan parkiran luass polll!!
58;ChdDSUhNMG9nS0VJQ0FnTURBcGR5cXhRRRAB;23;sebulan lalu;5;choco ice nya enak bgt, manisnya pas, rekomen kalo yang lagi ga pengin pesen coffee, kakak kakak nya juga ramah bikin suasananya jadi nyaman, lt 1 bisa buat nugas banyak stop kontaknya, lt2 cocok buat yang mau main karna outdoor nya cukup luas
58;ChdDSUhNMG9nS0VJQ0FnTUNnNHBDY3dRRRAB;929;3 minggu lalu;5;"tempat nongkrong baru jadi deket koss
...gokill bakal sering kesini sihhh ?? …"
58;ChdDSUhNMG9nS0VJQ0FnTURBeE9PeTJBRRAB;6656;sebulan lalu;5;Tempat ngopi baru gess, signature yg caramella oke banget! 10/10
58;ChdDSUhNMG9nS0VJQ0FnTUNBel9qeXdnRRAB;42239;sebulan lalu;5;luas bgttt, tempatnya cozy enak bgt buat nongkrong?????? …
58;ChZDSUhNMG9nS0VJQ0FnTURBcE02ZFp3EAE;94;sebulan lalu;5;Tempatnya luas, pilihan menunya banyakk, wajib dicoba tempat baru
58;ChdDSUhNMG9nS0VJQ0FnTURBdFBDUzRRRRAB;310;sebulan lalu;5;Tempat luas dan nyamannnn, rasa kopinya oke, cocok buat wfc???? …
59;ChZDSUhNMG9nS0VJQ0FnTURBeHVlNmRBEAE;107395;sebulan lalu;5;Singgah saat transit dari KA bandara ke KRL jurusan solo, saat itu malam hari pas weekend. Pelayanan ramah, rasa standar, untuk nasi sedikit kering mungkin karena sudah malam. Di sini banyak warung angkringan sejenis. Untuk harga sekelas jogja masih murah. 20.000 dijamin kenyang
59;ChZDSUhNMG9nS0VJQ0FnSURyLUpuWVFREAE;22;7 bulan lalu;5;Ok banget,Josss banget Kopinya bikin melek... Map makanannya enak, nuansa enak banget. Map bikin kangen balik lagi.... Yuks merapaat guys...
59;ChdDSUhNMG9nS0VJQ0FnSUNydTV2RXhnRRAB;23;7 bulan lalu;5;pelayanannya sangat ramah dan sopan. kopinya juga joss bgt. tempatnya juga comfy buat ngumpul bareng teman2. bakalan balik lagi kesini
59;ChdDSUhNMG9nS0VJQ0FnSUNIcmVXbHhBRRAB;4;6 bulan lalu;5;Kopinya beda warbiyasa...para pecinta kopi pasti bisa membedakan citarasanya.. Bakminya bumbunya sesuai dilidah aku... Coba deh tdk mengecewakan dg harganya...
59;ChdDSUhNMG9nS0VJQ0FnSURwOV92LXVBRRAB;138657;setahun lalu;5;Kopi joss itu kopi setelah diseduh dikasih bara/arang ya, kirain kopi campur extra jos.
59;ChdDSUhNMG9nS0VJQ0FnSURMdXR1U25RRRAB;214;8 bulan lalu;5;"main ke malioboro.. lapar.. pengen cari makanan murah.. enak..  jadi keinget pengen ngangkring diangrkingan mbah darmo... dulu pernah mampir ketika mau naik kereta.. ketemu angkringan di slasar malioboro.. dapat lokasi di ""Kopi Jos Mbah …"
59;ChZDSUhNMG9nS0VJQ0FnSURyX1lxZFNnEAE;22;7 bulan lalu;5;"Enak banget cooyyy
Kopi Jossnya munatep. Bikin melek.
Bener bener kopi jos original ???? …"
59;ChdDSUhNMG9nS0VJQ0FnSURIeXNPdm13RRAB;2014;5 bulan lalu;5;Jam segini (23.35) masih rame...makin laris dagangannya Mas
59;ChdDSUhNMG9nS0VJQ0FnTURBaVlxMndRRRAB;81331;sebulan lalu;5;Ramai
59;ChdDSUhNMG9nS0VJQ0FnSUNyMHNQWGd3RRAB;58;8 bulan lalu;5;Kopi Arang Jossnya mantep
60;ChdDSUhNMG9nS0VJQ0FnSURQanFTNHd3RRAB;33252;3 bulan lalu;5;Tempat nongkrong menarik samping kampus UAD dan Mandala Krida, varian susunya banyak dan cemilannya juga.. Cocok untuk mengerjakan tugas dan nongkrong bersama teman atau relasi. Harganya juga miring
60;ChdDSUhNMG9nS0VJQ0FnSURQcnF5ZWhnRRAB;2038;3 bulan lalu;4;"Penasaran kesini karena kucingku namanya markonah hahaha
Harganya standar. Susu segelas gede 15rb aja. Roti bakarnya menurutku cukup enak. Pelayanannya cepet"
60;ChZDSUhNMG9nS0VJQ0FnTUNndDRlTVRnEAE;4034;2 minggu lalu;4;"Tempat nyaman
Makanan & Minuman terjangkau, namun tidak banyak pilihan menunya."
60;ChdDSUhNMG9nS0VJQ0FnSUNubXBqVHB3RRAB;6185;5 bulan lalu;4;Sewaktu dtg pas pagi hari, mgkn br saja buka. Bbrp item menu blm siap spt nya. Soal harga terjangkau kantong pelajar / mahasiswa.
60;ChZDSUhNMG9nS0VJQ0FnSUNENy1QREdBEAE;1421;11 bulan lalu;5;Udah sering banget kesini karna tempatnya nyaman poll, food & drinknya enak dan murah! cocok kalo untuk nongkrong / ngerjain tugas pasti betah. Ada fasilitas toilet dan tempat untuk charger juga, servicenya oke ramah semuaaa! luvv
60;ChdDSUhNMG9nS0VJQ0FnSUNUX3RULXRRRRAB;77;9 bulan lalu;1;makanan minuman enak.. siang pas dateng tidak ada tukang parkirnya, pas sore mau pulang tiba tiba ada tukang parkirnya, motor saya di keluarin sama tukang parkirnya tapi helm saya sampai jatuh dan pecah, tidak ada tanggung jawab sama sekali …
60;ChdDSUhNMG9nS0VJQ0FnSUQ2a2F6ZXhRRRAB;3361;2 tahun lalu;5;harganya termasuk murah untuk kantong pelajar/mahasiswa, menu susu nya beragam rasa, ada yg dingin & hangat, ada beragam ukuran juga ada yg standar & large. makanan nya hanya ada makanan ringan seperti kentang goreng, roti bakar dll, lebih …
60;ChZDSUhNMG9nS0VJQ0FnSUNMeE1meklnEAE;2991740;8 bulan lalu;3;Warung susu and snack sederhana. Parkir kendaraan sangat terbatas, sehingga kurang nyaman bila membawa rombongan. Harga murah dan pelayanan ramah.
60;ChdDSUhNMG9nS0VJQ0FnSUNVX2ZhUDJnRRAB;3025784;5 tahun lalu;3;"Tempat nongkrong yg lumayan asik nih, selain harga mahasiswa, tempat termasuk nyaman juga.
Memang ga luas, namun nyaman kok free wifi pula …"
60;ChdDSUhNMG9nS0VJQ0FnSUNnMjh1TmlnRRAB;77449;6 tahun lalu;5;"Tempat yang cozyyy buat nongky nongkrong cuyy dan nugas. Wifinya kenceng haha kalo lagi sepi sih kencengnya????????
Tempatnya strategis banget dan mudah dijangkau, yang pasti doi terletak di …"
62;ChdDSUhNMG9nS0VJQ0FnSUNYb2NDczRnRRAB;3044;4 bulan lalu;4;Tempatnya terpencil masuk gang kecil. Tapi banyak bulenya. Untuk menu cuma ada minuman aja ya gais. Cemilan snack, roti, dan sejenisnya ga ada. Jadi kalo mau ngopi sambil cemal cemil, cemilannya bawa sendiri aja dari rumah. Hehehe. Anyway, …
62;ChZDSUhNMG9nS0VJQ0FnSURuX04tZUJREAE;57;5 bulan lalu;5;"Salah satu best place coffee shop di jogja.
Atmosfernya asik,
Harganya ramah di kantong …"
62;ChdDSUhNMG9nS0VJQ0FnSUN2d3VhR29RRRAB;139349;2 bulan lalu;5;"[Coffeeshop Near Lempuyangan]

Lokasinya deket banget sama stasiun Lempuyangan atau Malioboro (lewat jembatan …"
62;ChZDSUhNMG9nS0VJQ0FnSUQ3MmJXaGRBEAE;102278;6 bulan lalu;5;Main main ke jogja sambil nunggu waktu kereta mampir ke coffeeshop ini, minumannya enak, suasananya juga nyaman karna hampir outdoor semua
62;ChZDSUhNMG9nS0VJQ0FnSURpMlBlaVpREAE;16100;4 tahun lalu;4;Tempatnya kecil dan sederhana ditengah-tengah pemukiman. Jadi tidak direkomendasikan membawa mobil karena jalan yang sempit dan tempat parkir yang sangat terbatas. Harganya cukup terjangkau, rasa kopinya juga not bad lah.
